airline,source airport,destination airport,codeshare,stops,equipment
Ek,Dmm,Dxb,-1,0,332 773 772
Wn,Eyw,Tpa,-1,0,73W
Az,Cdg,Abz,Y,0,E70
Dl,Atl,Roa,-1,0,319
Vb,Pxm,Mex,-1,0,733
Ke,Kwj,Cju,-1,0,739 73H
To,Cfu,Brs,-1,0,75W
B7,Dlc,Tpe,Y,0,332 321 738
Sg,Ccu,Blr,-1,0,737
Ad,Rbr,Pvh,-1,0,E90 E95
Fr,Alc,Gse,-1,0,738
Dl,Slc,Rks,Y,0,Em2
Am,Bwi,Atl,Y,0,M88 757 73W 320
Cz,Cgo,Bav,-1,0,738
B6,Tpa,Sju,-1,0,320
A5,Lde,Ory,-1,0,Cr7
Us,Dca,Msp,Y,0,E70 E75
Ey,Fco,Zrh,Y,0,Emj
Wn,Sat,Stl,-1,0,733 73C 73W
Mu,Urc,Htn,Y,0,738
Sk,Txl,Osl,-1,0,738 73W 73G
Ak,Bki,Kch,-1,0,320
Ou,Spu,Lhr,-1,0,320
En,Vrn,Fra,-1,0,E95
J4,Uyl,Krt,-1,0,737
P6,Yqb,Ybc,-1,0,J32
Sn,Bru,Lin,-1,0,Ar1 319
Ua,Fra,Lax,Y,0,74H
Zh,Ntg,Can,-1,0,320
4E,Mcg,Tct,-1,0,Pag
Xq,Ada,Adb,-1,0,738
Sv,Krt,Ruh,-1,0,772
Cz,Csx,Icn,-1,0,320
Pg,Kul,Hkt,Y,0,738
U2,Muc,Lgw,-1,0,319 320
Wn,Sfo,Sna,-1,0,73W
Jp,Cdg,Lju,-1,0,Cr9 319 Cr2
4O,Tlc,Las,-1,0,320
Fz,Ufa,Dwc,-1,0,73H
Fr,Dub,Alc,-1,0,738
Us,Tyr,Dfw,-1,0,Erd Er4
Nl,Auh,Lhe,-1,0,734
Mu,Hgh,Tao,-1,0,320
Ad,Cgb,Bvh,-1,0,At7
Ac,Yyz,Gru,-1,0,763
Eq,Lim,Uio,-1,0,E70
Us,Ord,Msn,Y,0,Er4 Erd
Nz,Pvg,Mel,Y,0,330
Dy,Vce,Arn,-1,0,73H
Fl,Atl,Mci,-1,0,717
Fl,San,Sat,Y,0,73W
Ua,Iah,Sna,-1,0,738 320 319 73G
Vy,Bcn,Mla,-1,0,320
Ep,Lrr,Dxb,-1,0,100 At7
Be,Nce,Sou,-1,0,E95
Jq,Drw,Mel,-1,0,320
Jj,Lim,Cuz,Y,0,319
Fo,Dmm,Ade,-1,0,Cr7
Wn,Mdw,Ont,-1,0,73W
S7,Ovb,Lbd,-1,0,320
Hu,Bru,Bio,-1,0,319
Wn,Mdw,Aus,-1,0,73W
Us,Muc,Ath,Y,0,320
Fm,Sha,Foc,-1,0,738
Aa,Yyz,Las,-1,0,737
G9,Shj,Syz,-1,0,320
Sk,Vaa,Arn,Y,0,At7 S20
Wn,Bos,Bna,-1,0,73W 73C
Wf,Svg,Fro,-1,0,Dh3
Ad,Rec,Mcz,-1,0,At7
Cz,Xmn,Ctu,Y,0,737
Dl,Cle,Msp,-1,0,Erj
Q8,Pnr,Lbv,-1,0,733
Uj,Kbp,Sip,-1,0,320
Fr,Vlc,Tsf,-1,0,738
7I,Clt,Cur,-1,0,M83
Cz,Mxz,Zuh,-1,0,E90
Ux,Jfk,Mad,-1,0,332
Lh,Ist,Fra,-1,0,321
Sd,Shj,Auh,-1,0,Ab6
Ca,Can,Xiy,Y,0,738 320
3U,Ctu,Hkg,-1,0,320
9W,Bom,Cok,-1,0,73H
7F,Yxp,Yvm,-1,0,At4
Lh,Ewr,Bcn,Y,0,752
Tf,Sdl,Bma,Y,0,S20
Y9,Kih,Dxb,-1,0,M80 F50
Lx,Vlc,Zrh,-1,0,321 320
Ms,Kwi,Hbe,-1,0,320 738
Lh,Txl,Zrh,Y,0,321 320
Aa,Amm,Jfk,Y,0,340 330
Pc,Saw,Doh,-1,0,738
Hu,Hgh,Cgo,-1,0,738
Ib,Bud,Lhr,Y,0,320
Ek,Wlg,Syd,Y,0,73H
B2,Led,Msq,-1,0,Crj E75 E95
Sa,Hds,Cpt,Y,0,Cr2
Y9,Thr,Tbz,-1,0,Tu3
Jj,Cnf,Mia,-1,0,763
Ey,Dac,Auh,-1,0,77W
G4,Bli,Psp,-1,0,M80
Gq,Cfu,Pvk,-1,0,J41
Aa,Lhr,Lys,Y,0,319
S7,Feg,Ovb,-1,0,320
Ky,Nng,Ljg,-1,0,73G
Cz,Tas,Urc,-1,0,752
Lr,Tmu,Sjo,Y,0,Cna
G3,For,Eze,-1,0,738
Vy,Fco,Agp,-1,0,320
Oz,Ngb,Icn,-1,0,321
3R,Tiv,Dme,-1,0,Su9 73G
Hu,Ctu,Auh,Y,0,332
Od,Lgk,Kul,-1,0,739
To,Agp,Cwl,-1,0,73H
Cz,Nkg,Szx,-1,0,320 321
6E,Trv,Blr,-1,0,320
Cz,Kwe,Zuh,-1,0,73G 738
Ts,Yul,Mbj,Y,0,738
U6,Oss,Cek,-1,0,320
3U,Sgn,Nng,-1,0,320
Sb,Wls,Nan,-1,0,320
Cu,Hav,Pmv,-1,0,A58
Az,Cdg,Arn,Y,0,320 321 32A 319
Lx,Bru,Lin,-1,0,Ar1 319
G9,Shj,Kwi,-1,0,320
Az,Atl,Oma,Y,0,M88 M90
Sg,Jlr,Bom,-1,0,Dh8
Aa,Mad,Jfk,-1,0,757 330 340
U2,Cph,Man,-1,0,319 320
Us,Ont,Dfw,-1,0,M80 M83
Wx,Ory,Lcy,-1,0,F50
Ai,Bom,Goi,-1,0,321
Sa,Jnb,Nbo,-1,0,320 319
Nz,Npe,Wlg,Y,0,Dh3 At7
To,Fue,Lgw,-1,0,73H
Ws,Yvr,Yxs,-1,0,73W Dh4
Av,Jfk,Bog,-1,0,319 330
Y7,Kja,Thx,-1,0,At5
Hg,Ayt,Vie,-1,0,321
Nh,Bkk,Cei,Y,0,734
Ly,Fra,Tlv,-1,0,738
A5,Mpl,Lys,-1,0,At5
S7,Khv,Pkc,-1,0,320
Fr,Lba,Tfs,-1,0,738
Ab,Ham,Alc,-1,0,320
Ib,Bcn,Cwl,Y,0,320
Ab,Fue,Zrh,-1,0,320
Wn,Las,Bur,-1,0,73W 73H
Jj,Aju,Ssa,-1,0,319
G3,Gru,Jfk,-1,0,764
Us,Dca,Yhz,Y,0,Crj
Nh,Ist,Nrt,Y,0,332 77W
Os,Fra,Szg,Y,0,100
Sv,Lko,Jed,-1,0,333
Be,Man,Iom,-1,0,Dh4 E75
To,Gla,Bjv,-1,0,75W
Ab,Zrh,Fnc,-1,0,320
9C,Kwl,Sjw,-1,0,320
Sc,Xmn,Hgh,-1,0,738
Os,Vie,Tgd,Y,0,100 Dh4
Ah,Aae,Orn,-1,0,Atr
Kl,Atl,Slc,Y,0,763 757
Sn,Rob,Bru,-1,0,333
As,Sea,Bur,-1,0,73H 73G
Gs,Hak,Aqg,-1,0,E90
Lh,Fra,Lys,-1,0,32A 319 733 321 735
Un,Tas,Vko,-1,0,772
Sa,Pnr,Coo,-1,0,320 319
S4,Lis,Lhr,Y,0,319 321
At,Lgw,Rak,-1,0,738
W6,Cta,Otp,-1,0,320
Mu,Nkg,Tao,-1,0,321 320
Us,Clt,Buf,-1,0,319 320 734
Wn,Tpa,Phx,-1,0,73W
Jd,Yih,Pek,-1,0,320
5N,Tos,Mmk,Y,0,An4
Ay,Dme,Hel,-1,0,319
Gr,Brs,Gci,-1,0,At7
Pc,Sjj,Saw,-1,0,738 320
Ca,Ctu,Tyn,-1,0,321
Gl,Llu,Jju,-1,0,Bh2
Af,Rtm,Lcy,-1,0,F50 Ar8
Ts,Yqb,Puj,-1,0,310
Mu,Pvg,Fuk,-1,0,738 320
Sc,Hfe,Csx,-1,0,738
Mu,Kmg,Cmb,-1,0,737
Us,Sna,Dfw,-1,0,738
Ab,Hel,Zrh,-1,0,319
W6,Bva,Wro,-1,0,320
Hy,Nvi,Led,-1,0,320
Tv,Ctu,Lzy,-1,0,319
Pg,Lpt,Bkk,-1,0,At7
Qg,Sub,Bdj,-1,0,320
To,Lys,Ath,-1,0,73H
Fr,Scq,Bcn,-1,0,738
Q9,Yna,Zgs,-1,0,Beh
Tg,Bom,Bkk,-1,0,777
4U,Cgn,Prg,-1,0,319 320 Crj
Ws,Lir,Yyz,-1,0,73W
8E,Wbb,Ome,-1,0,Pa2
Cg,Rab,Kvg,-1,0,Dh8
Cz,Ngb,Csx,-1,0,738
8B,Icn,Hkt,-1,0,763
Ms,Cai,Ruh,-1,0,738 333 330
Af,Cdg,Auh,Y,0,346
Mf,Sha,Jjn,-1,0,737
Ua,Fra,Iah,-1,0,763
Ci,Tpe,Sgn,-1,0,343 333
Os,Grz,Muc,Y,0,Cr9 Cr7
As,Dca,Pdx,-1,0,73H
Kl,Sit,Jnu,Y,0,737
Wf,Bjf,Bvg,-1,0,Dh1 Dh2
Pc,Saw,Vas,-1,0,320 738
Us,Rdu,Mia,-1,0,738
Dl,Atl,Man,-1,0,76W
Dy,Tfs,Ham,-1,0,73H
Cz,Wuh,Tna,-1,0,73G
X3,Fra,Kgs,-1,0,73H
As,Bil,Sea,Y,0,Dh4
G3,Gru,The,-1,0,738
Ga,Dps,Per,-1,0,738
Cz,Nkg,Het,Y,0,737
Tk,Eze,Gru,-1,0,343
Ws,Yyz,Nas,-1,0,73W
B6,Lgb,Iad,-1,0,320
Az,Mxp,Ruh,Y,0,320
Mu,Sha,Yih,Y,0,737
Wn,Bwi,Las,-1,0,73H 73W 738
S3,Pty,Ccs,-1,0,757
Tu,Mrs,Dje,-1,0,736
Cz,Hfe,Xmn,-1,0,733
Hu,Cgo,Syx,-1,0,738
Yt,Tmi,Ktm,-1,0,J41
Fl,Tpa,Cak,-1,0,717
Dl,Puj,Jfk,-1,0,738
Iy,Sah,Bah,Y,0,320
Pr,Mnl,Sfo,-1,0,744
La,Lim,Cun,Y,0,320
Y7,Khv,Vvo,-1,0,738 733
Qr,Osl,Doh,-1,0,788
Us,Rno,Phx,-1,0,319 320
Oa,Chq,Skg,Y,0,320
Bm,Tls,Bre,-1,0,Er4
Mh,Pen,Lgk,Y,0,At7
Ha,Sfo,Las,Y,0,320
Jl,Fuk,Sgn,Y,0,321
Ln,Mra,Ben,-1,0,320 Cr9
Bu,Mjm,Fih,-1,0,100 320
Us,Phx,Psp,Y,0,Cr9 Crj
Sz,Ala,Dyu,-1,0,737
7F,Yut,Ybk,-1,0,At4
St,Bre,Lej,-1,0,319
Zk,Aty,Msp,-1,0,Be1
Ac,Yul,Yuy,Y,0,Dh1
Qf,Bme,Kta,Y,0,E70
7H,Otz,Ian,Y,0,Cnc
Mu,Sha,Hkg,-1,0,332
Lx,Zrh,Prg,-1,0,Ar1
Mu,Dlc,Xiy,-1,0,320
Su,Svo,Ham,-1,0,738 321
Dl,Rno,Slc,-1,0,73H
Tk,Tlv,Saw,-1,0,738
G9,Shj,Bom,-1,0,320
W9,Mdl,Rgn,-1,0,At7
Sv,Abt,Dmm,-1,0,320
Ca,Iad,Pek,Y,0,777
Et,Jij,Dir,-1,0,Dh8
Mu,Sha,Khn,-1,0,320
Qz,Pen,Sub,-1,0,320
Fd,Kkc,Dmk,-1,0,320
Zh,Csx,Wux,-1,0,738
Mu,Cgo,Inc,-1,0,320
Cz,Xiy,Uyn,-1,0,319 320
G4,Pie,Far,-1,0,M80
Vn,Hkg,Han,-1,0,321
Jj,Jfk,Gig,-1,0,763
Zh,Hak,Nkg,-1,0,320
Ai,Ktm,Vns,-1,0,321
Pk,Isb,Bcn,-1,0,310
Aa,Mia,Tgu,-1,0,757
De,Ayt,Lej,-1,0,757
La,Tbp,Lim,-1,0,320
Yc,Svx,Noj,-1,0,Cr2
Fz,Dxb,Bah,-1,0,73H
Be,Bhx,Jer,-1,0,Dh4 E75
Ul,Mle,Hri,-1,0,320
7H,Fai,Fyu,Y,0,Be1
4O,Tlc,Aca,-1,0,320
Ls,Ace,Lba,-1,0,75W 752
Ba,Anu,Lgw,-1,0,777
Fr,Boh,Ibz,-1,0,738
Ac,Ewr,Yul,Y,0,Crj
Jj,Bsb,Nat,-1,0,320
Su,Lbd,Led,-1,0,320
Fr,Svq,Pmo,-1,0,738
Vy,Ory,Pmi,-1,0,320
Fr,Trs,Aho,-1,0,738
Aa,Mia,Ewr,-1,0,738 757
Kl,Ams,Tpe,-1,0,777
Dl,Ord,Msp,-1,0,M88 M90 320 319
4U,Cgn,Her,-1,0,320 319
Mu,Foc,Pvg,-1,0,321 320 319
Lx,Bos,Zrh,-1,0,333
Nl,Jed,Lhe,-1,0,333 320
Pc,Saw,Adb,-1,0,738 320
Ua,Xna,Iah,Y,0,Erj Crj
Cx,Hkg,Bkk,-1,0,772 333 343 77W 773
Vn,Sgn,Fuk,-1,0,321
Fm,Sha,Txn,-1,0,737
3M,Fll,Fpo,-1,0,Sf3
Ca,Xmn,Cgo,Y,0,738
E2,Fna,Rob,-1,0,M82
Nl,Khi,Pew,-1,0,734 320
Ek,Ist,Dxb,-1,0,77W
W3,Lhr,Los,Y,0,332
Fl,Bwi,Slc,Y,0,73W
Ab,Lpa,Vie,-1,0,320
Lx,Bru,Zrh,-1,0,Ar1 320
Nk,Pbg,Myr,-1,0,320
Fr,Tsf,Ein,-1,0,738
Et,Add,Jij,-1,0,Dh8
Ab,Mjt,Dus,-1,0,738
Vs,Man,Mco,-1,0,744
Ib,Pmi,Dme,Y,0,320
Mf,Xmn,Txn,-1,0,737
Pr,Tac,Mnl,-1,0,320
A2,Jkh,Skg,-1,0,143
Ua,Pni,Ksa,-1,0,738
Aa,Lih,Phx,-1,0,757
Ca,Tpe,Pvg,-1,0,744 340 77W
Cm,Pty,Tpa,-1,0,73G 738
Ts,Tls,Yul,-1,0,310
W6,Ktw,Ltn,-1,0,320
Ab,Str,Agp,-1,0,320 738
Un,Dme,Vra,-1,0,763
Ua,Stt,Iad,-1,0,73G
W6,Beg,Bva,-1,0,320
Lo,Waw,Rze,Y,0,Dh4 E95 E75
4U,Cgn,Xry,-1,0,319
Pg,Nrt,Bkk,-1,0,767
Us,Mia,Tpa,-1,0,738
Wn,Hrl,Sat,-1,0,735
Km,Svo,Mla,-1,0,319
To,Man,Vce,-1,0,73H
Dl,Msp,Abq,-1,0,320
Us,Clt,Hsv,-1,0,Crj Cr7
Pr,Mnl,Cyp,-1,0,Dh4
Ln,Tip,Hbe,-1,0,320 330
Ps,Kbp,Fco,-1,0,73R 73N 734
Dl,Dtw,Sav,Y,0,Cr7
Et,Amh,Add,-1,0,Dh8
5J,Mnl,Bwn,-1,0,320
Us,Dfw,Msn,-1,0,Er4
V7,Trn,Pmo,-1,0,717
Nhg,Poa,Sra,-1,0,L4T
Ua,Kgl,Nbo,Y,0,332
Ac,Bna,Yyz,Y,0,Crj
Et,Dkr,Cky,Y,0,73W
Fr,Fez,Nte,-1,0,738
9W,Doh,Del,-1,0,73H
De,Pmi,Muc,-1,0,32S 757
Az,Svo,Vce,Y,0,321 320
Ay,Cta,Txl,Y,0,321 320 738
8R,Crd,Nqn,-1,0,Sf3
Ns,Hak,Wnz,-1,0,738
Su,Tas,Mrv,-1,0,319
Mu,Pek,Spn,-1,0,333
Az,Cdg,Man,Y,0,320 321
V7,Vce,Lmp,-1,0,717
Px,Wbm,Pom,-1,0,Dh8
Sc,Sjw,Inc,-1,0,738
Sk,Boo,Osl,-1,0,738 73G 736 73H 73W
Zb,Bhx,Lei,-1,0,321
Ly,Dme,Tlv,-1,0,739 763 738 73G 772
Ios,Gdx,Yks,-1,0,An4
Us,Cou,Ord,Y,0,Er4 Erd
Sz,Lbd,Led,-1,0,737
V7,Vce,Pmo,-1,0,717
W6,Waw,Dsa,-1,0,320
Cz,Tyn,Csx,-1,0,738
Fy,Kua,Sin,-1,0,At7
Tp,Lis,Prg,-1,0,319 320
9C,Hgh,She,-1,0,320
Ae,Csx,Tpe,Y,0,320 738 333
K3,Cga,Klw,-1,0,Dhp
Aa,Tul,Mia,-1,0,738
Nh,Cts,Pek,Y,0,738
Kl,Atl,Abq,Y,0,757
R7,Ccs,Bla,-1,0,M80 Dc9
Wn,Bna,Mci,-1,0,73W 73C 733
Kl,Lga,Atl,Y,0,757 M88 73W
Us,Swf,Phl,Y,0,Crj Dh8
Hs,Ble,Orb,-1,0,J32
Be,Ext,Bhd,-1,0,Dh4
3U,Ckg,Kmg,-1,0,319 320
Ad,Phb,For,-1,0,At7
Ua,Ewr,Orf,Y,0,Dh3 Dh4 Dh2
Pn,Lhw,Urc,-1,0,320
Md,Bkk,Tnr,-1,0,343
Ay,Hel,Ham,-1,0,319
To,Mir,Nte,-1,0,73H
Ad,Aax,Poj,-1,0,At4
Ua,Nrt,Hnl,-1,0,744
3U,Szx,Wxn,-1,0,319
Lj,Vte,Icn,-1,0,738
Te,Sdu,Cfb,-1,0,L4T
S7,Nrt,Vvo,-1,0,320
Ad,For,Bel,-1,0,E95
Jj,Ssa,Gru,-1,0,321 320
Qf,Syd,Scl,-1,0,744
Vs,Las,Lgw,-1,0,744
Mh,Sin,Bki,Y,0,320 319
U2,Gva,Nte,-1,0,319 320
Aa,Sjc,Lih,Y,0,737
Ua,Rsw,Eyw,Y,0,Sf3
Ac,Yul,Yqm,Y,0,Dh4
Be,Gci,Sou,-1,0,Dh4
Jl,Kix,Hel,Y,0,333
Gf,Doh,Bah,-1,0,320
Ba,Lhr,Fco,-1,0,767 321 320 319
W6,Bgo,Vno,-1,0,320
Pc,Saw,Mad,-1,0,738
Ua,Den,Bfl,Y,0,Crj
Qg,Bpn,Sub,-1,0,320
Mi,Sin,Kmg,-1,0,320 319
Vt,Moz,Rfp,-1,0,Atr
Ib,Bcn,Fez,Y,0,320
Ab,Zrh,Ace,-1,0,320
U2,Cdg,Tls,-1,0,319 320
W6,Gdn,Gla,-1,0,320
Vy,Fco,Cta,-1,0,320
Wb,Kgl,Mba,-1,0,738
Mh,Kul,Bki,-1,0,734 738
Lh,Bri,Muc,Y,0,E95
U2,Ham,Lgw,-1,0,319
G4,Sfb,Hts,-1,0,M80
Lg,Pmi,Lux,-1,0,73H 73W
Tk,Saw,Van,Y,0,738
8E,Eli,Glv,-1,0,Pa2
Ab,Ace,Fue,-1,0,321 320
B7,Hgh,Rmq,-1,0,M90
Ef,Mxv,Uln,-1,0,Dh4
Fr,Ryg,Vno,-1,0,738
Af,Sou,Bes,Y,0,Dh4
Wn,Bur,Den,-1,0,73W
Fr,Mad,Lpa,-1,0,738
3M,Mcn,Atl,-1,0,Sf3
Sv,Ccj,Jed,-1,0,772
Af,Lrh,Sou,Y,0,Dh4
Mj,Bah,Cmb,-1,0,320 321
Jj,The,Gru,-1,0,320
Fr,Dub,Lis,-1,0,738
Fr,Psa,Tps,-1,0,738
Dl,Las,Lgw,Y,0,744
9R,Uib,Eoh,-1,0,At5
Mh,Kul,Dwc,-1,0,333
Sa,Jnb,Wvb,Y,0,Cr7
U2,Lgw,Ace,-1,0,320
Ay,Mad,Fra,Y,0,32A
Cz,Wuh,Bkk,-1,0,73G
U2,Man,Prg,-1,0,319
Fz,Dwc,Ods,-1,0,73H
Sk,Cph,Lpi,-1,0,At7
Us,Far,Ord,Y,0,Er4
Nk,San,Pdx,-1,0,319
Sk,Waw,Cph,-1,0,Cr9 319
Fd,Dmk,Rgn,-1,0,320
Nhg,Pet,Poa,-1,0,L4T
Vs,Tul,Atl,Y,0,Cr7 Cr9 M88
Ca,Tao,Cgo,Y,0,738
Nk,Las,Iah,-1,0,319
Ir,Mhd,Ifn,-1,0,320 M82 100
Ac,Msy,Den,Y,0,320 738 Erj
Sv,Mct,Med,-1,0,320
4U,Bri,Cgn,-1,0,319
Ac,Yul,Dca,Y,0,Crj
Wn,Lga,Atl,-1,0,73W
Gs,Het,Dsn,-1,0,Erj
Fr,Dub,Vlc,-1,0,738
Lh,Gru,Muc,-1,0,346
Kn,Nay,Bfj,-1,0,737
Br,Tpe,Can,-1,0,332 744
Ua,Ccs,Iah,-1,0,739
Hu,Tyn,Sha,-1,0,738
Fo,Ahb,Ade,-1,0,Cr7
Fm,Sha,Wuh,-1,0,738
Fj,Vli,Hir,-1,0,73W
Vn,Sgn,Tbb,Y,0,At7
Kl,Dal,Atl,Y,0,Crj
Ac,Yyc,Fra,-1,0,77W
Az,Fco,Bio,-1,0,320 32S
Fr,Chq,Fmm,-1,0,738
Aa,Dca,Mem,Y,0,Crj
As,Ogg,San,-1,0,73H
F9,Ttn,Mdw,-1,0,319
Fr,Wro,Brs,-1,0,738
Az,Ams,Cph,Y,0,737 E90
Us,Pit,Jfk,-1,0,Er4
A3,Ath,Mad,-1,0,320
De,Lej,Lpa,-1,0,321
Fr,Agp,Bts,-1,0,738
Tr,Mfm,Sin,-1,0,320
Ms,Ath,Her,-1,0,Dh4
B6,Las,Bos,-1,0,320
Ws,Yyc,Yeg,-1,0,Dh4 73W 736
Us,Hts,Clt,Y,0,Dh8 Dh3
Qf,Dxb,Lgw,Y,0,77W 388
Pg,Bkk,Lpt,-1,0,At7
To,Bvc,Lgw,-1,0,75W
Ua,Ewr,Man,-1,0,752
S2,Ccu,Ixa,Y,0,At7
W6,Waw,Ein,-1,0,320
C8,Ssg,Dla,-1,0,146
Nz,Iue,Akl,-1,0,320
Ca,Xmn,Nkg,-1,0,738
Os,Tfs,Vie,Y,0,320
Rj,Vie,Muc,Y,0,E90
8E,Kka,Skk,-1,0,Cnc
Mf,Nng,Xmn,-1,0,737
Aa,Mfe,Dfw,-1,0,M83 M80 319
5J,Can,Mnl,-1,0,320
B6,Nas,Mco,-1,0,E90
Az,Blq,Fco,-1,0,319 E75
4U,Her,Str,-1,0,319
Ly,Jfk,Tlv,-1,0,744
Ua,Gsp,Iah,Y,0,Erj
Ts,Yyc,Fra,-1,0,330
Mk,Rrg,Mru,-1,0,At7
4U,Her,Dus,-1,0,319
Pw,Dar,Ebb,-1,0,Crj
Sv,Khi,Jed,-1,0,772
Ls,Bjv,Ncl,-1,0,752
Fr,Stn,Kir,-1,0,738
Nz,Gdl,Lax,Y,0,319
Ab,Led,Txl,-1,0,73G 738
Sv,Alg,Med,-1,0,Ab6
Gl,Juv,Upk,-1,0,Bh2
Jj,Mia,Bel,-1,0,763
Vs,Atl,Jfk,Y,0,319 752 738 M88 73H
Hu,Mxp,Bru,Y,0,319 Ar1
Fr,Bcn,Ndr,-1,0,738
Qh,Fru,Tas,-1,0,735
Cz,Zuh,Kmg,-1,0,738
Ad,Stm,Tmt,-1,0,At7
Ws,Yyz,Atl,Y,0,Cr9 Cr7
Us,Phx,Ogg,-1,0,752
3U,Tna,Kmg,-1,0,320
V0,Ccs,Lfr,-1,0,Crj
Zh,Tna,Szx,-1,0,738
Pk,Lhr,Isb,-1,0,777
Tcx,Cun,Man,-1,0,332
Fr,Tps,Wmi,-1,0,738
Va,Chc,Ool,-1,0,320
Wn,Atl,Bos,-1,0,73W
Dy,Fco,Lgw,-1,0,73H
Ws,Yhm,Yqm,-1,0,73W
Sc,Jnz,Tao,-1,0,Cr7
Nh,Itm,Kmi,-1,0,737 735 Dh8
Aa,Phx,Den,-1,0,320 321
Ka,Oka,Hkg,-1,0,333
Ho,Sha,Cih,-1,0,320
Lh,Muc,Txl,-1,0,320 321 319
Sg,Vtz,Maa,-1,0,Dh8
W3,Bni,Abv,-1,0,Cr9 73G
Sc,Tao,Ynj,-1,0,737
Cz,Can,Wuh,-1,0,738 73G
Ab,Dje,Dus,-1,0,321
Qf,Dxb,Syd,-1,0,388
Mu,Kmg,Xic,-1,0,737
Dl,Atl,Bda,-1,0,319
Cz,Khn,Xmn,Y,0,737
Mj,Maa,Cmb,Y,0,332 320 343
Az,Tgm,Otp,Y,0,At5
Oz,Khv,Icn,-1,0,321
Cz,Kwl,Foc,Y,0,737
Am,Mex,Eze,-1,0,763 762 777
Y8,Gru,Udi,-1,0,Em2
U2,Fao,Ory,-1,0,320
Mu,Pvg,Xmn,-1,0,320
2P,Mnl,Klo,-1,0,320
Dl,Lga,Mco,-1,0,319 M88 738
Nx,Icn,Mfm,-1,0,321 319 320
Qf,Dxb,Bne,Y,0,388
Kl,Acc,Ams,-1,0,330
Aa,Lax,Bdl,-1,0,738
Tk,Bkk,Sgn,-1,0,77W
A5,Gva,Biq,-1,0,Cr7
Cz,Urc,Ala,-1,0,73G
Us,Dfw,Mia,-1,0,738 763 757
Fr,Bts,Ltn,-1,0,738
Aa,Cho,Clt,-1,0,Dh8 Crj Dh3
Fr,Fue,Dub,-1,0,738
4U,Sjj,Txl,-1,0,319
Ms,Vie,Cai,-1,0,738 E70
Dl,Mex,Ord,-1,0,737
6E,Ccu,Hyd,-1,0,320
Lh,Mla,Cta,Y,0,319
Dy,Bgo,Arn,-1,0,73H
Ei,Dub,Fra,-1,0,320
Vs,Dtw,Atl,Y,0,M88 73H 757 320 738 739
Lh,Muc,Pmo,Y,0,E95 319
8L,Tsn,Ctu,-1,0,737
Va,Atl,Sjd,Y,0,73W 738
G3,Poa,Mvd,-1,0,738
Km,Gla,Mla,-1,0,320
Dy,Ory,Cph,-1,0,73H
Mh,Kul,Nrt,-1,0,772
Vn,Din,Han,-1,0,At7
Nt,Fnc,Lpa,-1,0,Dh4
Pc,Saw,Lwo,-1,0,738
Aa,Clt,Sby,-1,0,Dh8
Tk,Dla,Lbv,-1,0,739
Ah,Qsf,Ory,-1,0,738
Ab,Haj,Pmi,-1,0,738 321
Fr,Mrs,Ein,-1,0,738
Cm,Pei,Bog,-1,0,320 318 At7 319
Gs,Khn,Kow,-1,0,Erj
Tom,Nap,Man,-1,0,73H
Hu,Ord,Pvg,Y,0,777
6H,Tlv,Fco,-1,0,320
Lh,Otp,Muc,-1,0,320 321
Ac,Ccc,Yyz,-1,0,319
Av,Eze,Lim,-1,0,330 321
Jl,Bkk,Cnx,Y,0,747 320 773
Qr,Bgw,Doh,-1,0,320
Ay,Bne,Hkg,-1,0,333
Ir,Gbt,Zah,-1,0,100
Ca,Dlc,Szx,Y,0,738
4U,Str,Skg,-1,0,319 320
Ua,Ywg,Ord,Y,0,Crj Erj
8L,Wuh,Tao,-1,0,321
Hg,Hrg,Szg,-1,0,320 321
Ai,Nag,Rpr,-1,0,319
Dy,Trd,Dbv,-1,0,73H
Hu,Pek,Pus,Y,0,333
Ca,Hgh,She,Y,0,320
6E,Ccu,Ixa,-1,0,320
Aa,Mel,Syd,Y,0,737 763
Ab,Fue,Vie,-1,0,321
Kl,Lun,Ams,-1,0,330
Kl,Sat,Atl,Y,0,757 M90
Ly,Lhr,Tlv,-1,0,772 763
S7,Dme,Goa,-1,0,320
Ah,Cfk,Mrs,-1,0,736
Fr,Ltn,Rze,-1,0,738
Su,Svo,Vce,-1,0,321 320
S7,Msq,Dme,-1,0,735
Fd,Mfm,Dmk,-1,0,320
6E,Ccu,Pnq,-1,0,320
Jd,Pek,Jxa,-1,0,319
Us,Mia,Sjo,-1,0,757 738
Os,Tia,Vie,Y,0,100 320
Af,Lil,Mrs,-1,0,319
Wb,Dla,Bzv,-1,0,73W
Ci,Tpe,Szx,-1,0,744
G4,Cvg,Pgd,-1,0,M80
2Z,Uba,Gru,-1,0,At7
Dy,Osl,Bts,-1,0,73H 733
9N,Sqs,Bze,-1,0,Cnc
Sx,Brn,Ham,-1,0,D38
Nh,Lhr,Waw,Y,0,734
Af,Atl,Vld,Y,0,Crj
Ca,Tyn,Szx,-1,0,738
Ib,Xry,Mad,Y,0,Crk Cr2 Cr9
3M,Tpa,Fll,-1,0,Sf3
Fr,Gro,Poz,-1,0,738
Os,Led,Vie,Y,0,100 F70
Mu,Hnd,Pek,Y,0,767
Ro,Otp,Kiv,-1,0,At7
At,Eun,Cmn,-1,0,738
Wn,Las,Sjc,-1,0,73W 73H 73C 733
