airline ID,name,iata,icao,country,active
4493,Saesa,None,Sss,Spain,N
4494,Sunwest Airlines,None,Sst,Canada,N
4495,Sasca,None,Ssu,Venezuela,N
4496,Skyservice Airlines,5G,Ssv,Canada,Y
4497,Streamline Aviation,None,Ssw,United Kingdom,N
4498,Sky Aviation,None,Ssy,Sierra Leone,N
4499,Specsavers Aviation,None,Ssz,United Kingdom,N
4500,Star Aviation,None,Sta,United Kingdom,N
4501,Status-Alpha Airline,None,Stb,Ukraine,N
4502,Stadium City Limited,None,Stc,United Kingdom,N
4503,Servicios De Aerotransportacion De Aguascalientes,None,Std,Mexico,N
4504,Semitool Europe,None,Ste,United Kingdom,N
4505,Sft-Sudanese Flight,None,Stf,Sudan,N
4506,Sedalia,None,Stg,Boonville Stage Line,N
4507,South-Airlines,None,Sth,Armenia,N
4508,Sontair,None,Sti,Canada,N
4509,Sella Aviation,None,Stj,Netherlands,N
4510,Stapleford Flight Centre,None,Stl,United Kingdom,N
4511,Streamline Ops,None,Sto,Russia,N
4512,Star Air,None,Stq,Indonesia,N
4513,Servicios De Transportes A,Fs,Stu,Argentina,Y
4514,Star African Air,None,Stu,Somali Republic,N
4515,Southern Aviation,None,Stv,Ghana,N
4516,South West Air Corporation,None,Stw,Philippines,N
4517,Stars Away Aviation,None,Stx,South Africa,N
4518,Styrian Airways,None,Sty,Austria,N
4519,Silesia Air,None,Sua,Czech Republic,N
4520,Suburban Air Freight,None,Sub,United States,N
4521,Sudan Airways,Sd,Sud,Sudan,Y
4522,Sun Air (Fiji),Pi,Suf,Fiji,N
4523,Sunu Air,None,Sug,Senegal,N
4524,Sun Light,None,Suh,Kyrgyzstan,N
4525,Swiss Air Force,None,Sui,Switzerland,N
4526,Superior Aviation Services,None,Suk,Kenya,N
4527,State Unitary Air Enterprise,None,Sum,Russia,N
4528,Sun Air,None,Sur,Egypt,N
4529,Sun Air Of Scandinavia,Ez,Sus,Denmark,N
4530,Sistemas Aeronauuticos 2000,None,Sut,Mexico,N
4531,Star West Aviation,None,Suu,United States,N
4532,Sundance Air,None,Suv,Venezuela,N
4533,Saudi Arabian Airlines,Sv,Sva,Saudi Arabia,Y
4534,St. Vincent Grenadines Air (1990),None,Svd,Saint Vincent And The Grenadines,N
4535,Swedish Armed Forces,None,Svf,Sweden,N
4536,Sahel Airlines,None,Awj,Niger,N
4537,Sterling Helicopters,None,Svh,United Kingdom,N
4538,Servicios De Transporte Aereo,None,Svi,Mexico,N
4539,Sabre Pacific,None,Apd,Australia,N
4540,Silver Air,None,Svj,Djibouti,N
4541,Sevastopol-Avia,None,Svl,Ukraine,N
4542,Savanair (Angola),None,Svn,Angola,N
4543,Servicios Aeronauticos De Oriente,None,Svo,Mexico,N
4544,Servicios Aereos Saar,None,Svs,Mexico,N
4545,Seven Four Eight Air Services,None,Svt,Luxembourg,N
4546,Security Aviation,None,Svx,United States,N
4547,Southwest Airlines,Wn,Swa,United States,Y
4548,Swissboogie Parapro,None,Swb,Switzerland,N
4549,South West Air,None,Swc,Canada,N
4550,Southern Winds Airlines,A4,Swd,Argentina,Y
4551,Swedeways,None,Swe,Sweden,N
4552,Spurling Aviation,None,Asl,United States,N
4553,Sunwing Airlines,Wg,Swg,Canada,N
4554,Sunworld Airlines,None,Swi,United States,N
4555,Stateswest Airlines,None,Swj,United States,N
4556,Surninam International Victory Airline,None,Swo,Suriname,N
4557,Star Work Sky,None,Swp,Italy,N
4558,Swift Air (Interstate Equipment Leasing),None,Swq,United States,N
4559,Swiss International Air Lines,Lx,Swr,Switzerland,Y
4560,Swissair,Sr,Swr,Switzerland,Y
4561,Sunwest Aviation (Lindquist Investment),None,Sws,United States,N
4562,Swiftair,None,Swt,Spain,N
4563,Swiss European Air Lines,None,Swu,Switzerland,Y
4564,Swe Fly,Wv,Swv,Sweden,Y
4565,Shovkoviy Shlyah,S8,Sww,Ukraine,N
4566,Swazi Express Airways,None,Swx,Swaziland,N
4567,Sky Jet,None,Swy,Switzerland,N
4568,Servair,None,Swz,Swissbird,N
4569,Southern Cross Aviation,None,Sxa,United States,N
4570,Sky Exec Aviation Services,None,Sxc,Nigeria,N
4571,Southeast Express Airlines,None,Sxe,United States,N
4572,Servicios Aereos Sepecializados Mexicanos,None,Sxm,Mexico,N
4573,Sunexpress,Xq,Sxs,Turkey,Y
4574,Servicios De Taxi Aereo,None,Sxt,Mexico,N
4575,Satellite Aero,None,Sxx,United States,N
4576,Safari Express Cargo,None,Sxy,Kenya,N
4577,Skyways,None,Sya,Argentina,N
4578,Systec 2000,None,Syc,United States,N
4579,Sheba Aviation,None,Sye,Yemen,N
4580,Sky One Express Airlines,None,Syf,United States,N
4581,Synergy Aviation,None,Syg,United Kingdom,N
4582,Sonalysts,None,Syi,United States,N
4583,Slate Falls Airways,None,Syj,Canada,N
4584,Satsair,None,Syk,United States,N
4585,Syncrude Canada,None,Syn,Canada,N
4586,Syrian Arab Airlines,Rb,Syr,Syrian Arab Republic,Y
4587,Shawbury Flying Training Unit,None,Sys,United Kingdom,N
4588,Special Aviation Systems,None,Syv,United States,N
4589,Skywalk Airlines,Al,Syx,United States,Y
4590,Silk Way Airlines,Zp,Azq,Azerbaijan,N
4591,South African Historic Flight,None,Syy,South Africa,N
4592,Servicios Aeronauticos Z,None,Szt,Mexico,N
4593,Specavia Air Company,None,Bhv,Russia,N
4594,Starair,None,Bly,Ireland,N
4595,Sundance Air,None,Bnc,United States,N
4596,Samara Airlines,E5,Brz,Russia,N
4597,Spark+ Joint-Stock Company,None,Bvv,Russia,N
4598,Swedish Civil Aviation Administration,None,Cbn,Sweden,N
4599,Shandong Airlines,Sc,Cdg,China,Y
4600,Spectrem Air,None,Cds,South Africa,N
4601,Servicios Aereos Centrales,None,Cee,Mexico,N
4602,Swedish Airlines,None,Cfl,Sweden,N
4603,Seagle Air,None,Cgl,Slovakia,N
4604,Sirius-Aero,None,Cig,Russia,N
4605,Sunwest Home Aviation,None,Cnk,Canada,N
4606,Sas Braathens,None,Cno,Norway,Y
4607,Spring Airlines,9S,Cqh,China,Y
4608,Sichuan Airlines,3U,Csc,China,Y
4609,Shanghai Airlines,Fm,Csh,China,Y
4610,Shuangyang General Aviation,None,Csy,China,N
4611,Shenzhen Airlines,Zh,Csz,China,Y
4612,Shanxi Airlines,8C,Cxi,China,N
4613,Sioux Falls Aviation,None,Dkt,United States,N
4614,Servicios Aereos Elite,None,Dky,Spain,N
4615,Servicios Aereos Denim,None,Dni,Mexico,N
4616,Swiss Eagle,None,Eab,Switzerland,N
4617,Skypower Express Airways,None,Ean,Nigeria,N
4618,Scenic Air,None,Enr,Namibia,N
4619,Sun D'Or,7L,Ero,Israel,Y
4620,Skyeurope,Ne,Esk,Slovakia,Y
4621,Sunshine Express Airlines,Cq,Exl,Australia,N
4622,South African Express,None,Exy,South Africa,N
4623,Stuttgarter Flugdienst,None,Ffd,Germany,N
4624,Shalom Air Services,None,Ffh,Nigeria,N
4625,Silverjet,None,Fje,United Kingdom,N
4626,Sky Bus,None,Flh,United States,N
4627,South Coast Aviation,None,Gad,United Kingdom,N
4628,Servicios Aereos Gadel,None,Gde,Mexico,N
4629,S.P. Aviation,None,Gdg,United States,N
4630,Seba Airlines,None,Gik,Guinea,N
4631,Servicios Aereos Gana,None,Gna,Mexico,N
4632,Sky Wings Airlines,None,Gsw,Greece,N
4633,Star Xl German Airlines,None,Gxl,Germany,N
4634,Skyhaul,None,Hau,Japan,N
4635,Starship,None,Hip,Mexico,N
4636,Servicios Ejecutivos Gosa,None,Hje,Mexico,N
4637,Superior Aviation,So,Hka,United States,N
4638,Samaritan Air Service,None,Hlo,Canada,N
4639,Skyraidybos Mokymo Centras,None,Hri,Lithuania,N
4640,Sky Europe Airlines,None,Hsk,Slovakia,Y
4641,Svenska Direktflyg,None,Hsv,Sweden,N
4642,Sky Helicopteros,None,Hsy,Spain,N
4643,Skytaxi,None,Iga,Poland,N
4644,Silvair,None,Ijs,United States,N
4645,Servicios Aereos Ilsa,None,Ils,Mexico,N
4646,Sincom-Avia,None,Ink,Ukraine,N
4647,Safat Airlines,None,Irv,Iran,N
4648,Saha Airlines Services,None,Irz,Iran,N
4649,Sunline Express,None,Jam,Kenya,N
4650,Secure Air Charter,None,Jcm,United States,N
4651,Sark International Airways,None,Jim,United Kingdom,N
4652,Spanair,Jk,Jkk,Spain,Y
4653,Salem,None,Kks,Kazakhstan,N
4654,Servicios Aereos Copters,None,Kop,Chile,N
4655,Servicios Aereos Expecializados En Transportes Petroleros,None,Ksp,Colombia,N
4656,Skybridge Airops,None,Kyb,Italy,N
4657,Sky Aeronautical Services,None,Kyr,Mexico,N
4658,Servicios Aereos Ejecutivos De La Laguna,None,Lgu,Mexico,N
4659,Servico Leo Lopex,None,Lla,Mexico,N
4660,Servicios Aereos Estrella,None,Lls,Mexico,N
4661,South African Air Force,None,Lmg,South Africa,N
4662,Sky Limo Corporation,None,Lmo,United States,N
4663,Sansa,None,Lrs,Costa Rica,N
4664,Spectrum Aviation Incorporated,None,Lsp,United Kingdom,N
4665,Sos Helikoptern Gotland,None,Mcg,Sweden,N
4666,Sundt Air,None,Mdt,Norway,N
4667,Servicios Aereos Milenio,None,Mlo,Mexico,N
4668,Saad (A320) Limited,None,Mms,Cayman Islands,N
4669,Servicios Aereos Moritani,None,Mri,Mexico,N
4670,San Juan Airlines,2G,Mrr,United States,N
4671,Servico Aereo Regional,None,Msg,Mozambique,N
4672,Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica,None,Msp,Costa Rica,N
4673,Servicios Aereos Mtt,None,Mtg,Mexico,N
4674,Sabre Pacific,1Z,None,Australia,N
4675,Sabre,1S,None,United States,N
4676,Sierra Nevada Airlines,1I,None,United States,N
4677,Siren-Travel,1H,None,Russia,N
4678,Sirena,1Q,None,Russia,N
4679,Sky Trek International Airlines,1I,None,None,N
4680,Southern Cross Distribution,1K,None,Australia,N
4681,Sutra,1K,None,United States,N
4682,Sncf,2C,None,France,N
4683,Star Equatorial Airlines,2S,None,Guinea,N
4684,Seulawah Nad Air,None,Nad,Indonesia,N
4685,Servicios Aereos Del Nazas Sa De Cv,None,Naz,Mexico,N
4686,Simpson Air Ltd,None,Ncs,Canada,N
4687,Spirit Airlines,Nk,Nks,United States,Y
4688,Servicios Aereos Latinoamericanos,None,Non,Mexico,N
4689,Servicios Aereos Monarrez,None,Nrz,Mexico,N
4690,Societe De Transport Aerien De Mauritanie,None,Nsc,Mauritania,N
4691,Satena,9R,Nse,Colombia,Y
4692,Servicios Aereos Del Norte,None,Ntb,Mexico,N
4693,Servicios Intergrales De Aviacion,None,Ntg,Mexico,N
4694,Slok Air Gambia,S0,Oks,Gambia,N
4695,Soko Aviation,None,Okt,Spain,N
4696,Solar Cargo,None,Olc,Venezuela,N
4697,Soloflight,None,Olo,United Kingdom,N
4698,Sonnig Sa,None,Ong,Switzerland,N
4699,Sosoliso Airlines,So,Osl,Nigeria,N
4700,Servicios Aereos Noticiosos,None,Oss,Mexico,N
4701,South Airlines,None,Otl,Ukraine,N
4702,Skywest Airlines,None,Ozw,Australia,Y
4703,Sokol,None,Piv,Russia,N
4704,South Carolina Aeronautics Commission,None,Plt,United States,N
4705,Servicios Aereos Premier,None,Pmr,Mexico,N
4706,Survey Udara (Penas),None,Pns,Indonesia,N
4707,Servicios Aereos Poblanos,None,Pob,Mexico,N
4708,Servicios Aereos Profesionales,None,Psv,Dominican Republic,N
4709,Southeastern Airways,None,Ptm,United States,N
4710,Spurwing Airlines,None,Pur,South Africa,N
4711,Sky Trek International Airlines,1I,Pzr,United States,N
4712,Shandong Airlines Rainbow Jet,None,Rbw,China,N
4713,Sa Airlink Regional,None,Rej,South Africa,N
4714,Servicio Aereo Regional Regair,None,Rer,Ecuador,N
4715,Scoala Superioara De Aviatie Civila,None,Rft,Romania,N
4716,Servicios Aereos Regiomontanos,None,Rgc,Mexico,N
4717,S-Air,None,Rls,Russia,N
4718,Servicios De Rampa Y Mostrador,None,Rmp,Mexico,N
4719,Snas Aviation,None,Rse,Saudi Arabia,N
4720,Skybus Airlines,Sx,Skb,United States,N
4721,Skymaster Air Lines,None,Skc,United States,N
4722,Sky Harbor Air Service,None,Skd,United States,N
4723,Sky Tours,None,Ske,United States,N
4724,Sakaviaservice,None,Azg,Georgia,N
4725,Skycraft,None,Skf,United States,N
4726,Skycraft Air Transport,None,Skg,Canada,N
4727,Skyking,None,Ski,United Kingdom,N
4728,Skyking Turks And Caicos Airways,Ru,Ski,Turks And Caicos Islands,N
4729,Skylink Aviation,None,Skk,Canada,N
4730,Skycharter (Malton),None,Skl,Canada,N
4731,Skyline Aviation Services,None,Skn,United States,N
4732,Scottish Airways Flyers,None,Sko,United Kingdom,N
4733,Skyscapes Air Charters,None,Skr,South Africa,N
4734,Sky Service,None,Sks,Belgium,N
4735,Santa Barbara Airlines,S3,Bbr,Venezuela,Y
4736,Skystar Airways,None,Skt,Thailand,N
4737,Sky Airline,H2,Sku,Chile,Y
4738,Skywest,Oo,Skw,United States,Y
4739,Skyways Express,Jz,Skx,Sweden,Y
4740,Skymark Airlines,Bc,Sky,Japan,Y
4741,Skyway Enterprises,None,Skz,United States,N
4742,Sierra National Airlines,Lj,Sla,Sierra Leone,N
4743,Slok Air,None,Slb,Nigeria,N
4744,Silver Air,None,Sld,Czech Republic,N
4745,Streamline,None,Sle,South Africa,N
4746,Starfly,None,Slf,Italy,N
4747,Saskatchewan Government,None,Slg,Canada,N
4748,Silverhawk Aviation,None,Slh,United States,N
4749,Servicios Aereos De Los Angeles,None,Age,Mexico,N
4750,Silkair,Mi,Slk,Singapore,Y
4751,Slovak Airlines,6Q,Sll,Slovakia,N
4752,Surinam Airways,Py,Slm,Suriname,Y
4753,Sloane Aviation,None,Sln,United Kingdom,N
4754,Salpa Aviation,None,Slp,Sudan,N
4755,Servicios Aereos Slainte,None,Sls,Mexico,N
4756,Stella Aviation,None,Slv,Mauritania,N
4757,Salama Airlines Nigeria,None,Slw,Nigeria,N
4758,Sete Linhas Aereas,None,Slx,Brazil,N
4759,Sky Line For Air Services,None,Sly,Sudan,N
4760,Super Luza,None,Slz,Angola,N
4761,Sma Airlines,None,Sma,Nigeria,N
4762,Sabang Merauke Raya Air Charter,None,Smc,Indonesia,N
4763,Servicios Aereos La Marquesa,None,Smd,Mexico,N
4764,Servant Air,8D,None,United States,N
4765,Semos,None,Sme,Kazakhstan,N
4766,Smalandsflyg,None,Smf,Sweden,N
4767,Smithair,None,Smh,United States,N
4768,Semeyavia,None,Smk,Kazakhstan,N
4769,Smith Air (1976),None,Sml,Canada,N
4770,Summit Airlines,None,Smm,United States,N
4771,Samar Air,None,Smq,Tajikistan,N
4772,Somon Air,None,Smr,Tajikistan,N
4773,Skyline,None,Smt,Nigeria,N
4774,Servicios Aerecs Del Sol,None,Aos,Aerosol,N
4775,Senator Aviation Charter,None,Sna,Germany,N
4776,Sterling Airlines,Nb,Snb,Denmark,Y
4777,Servicios Aereos De Nicaragua (Sansa),None,Sne,Nicaragua,N
4778,Shans Air,None,Snf,Russia,N
4779,Senair Services,None,Snh,Senegal,N
4780,Savanah Airlines,None,Sni,Nigeria,N
4781,Skynet Asia Airways,6J,Snj,Japan,Y
4782,Southeast Airlines (Sun Jet International),None,Snk,United States,N
4783,Soonair Lines,None,Snl,United States,N
4784,Servizi Aerei,None,Snm,Italy,N
4785,Sun Pacific International,None,Snp,United States,N
4786,Sun Quest Executive Air Charter,None,Snq,United States,N
4787,Societe Centrafricaine De Transport Aerien,None,Sns,Central African Republic,N
4788,Suncoast Aviation,None,Snt,United States,N
4789,Snunit Aviation,None,Snu,Israel,N
4790,Sudanese States Aviation,None,Snv,Sudan,N
4791,Sun West Airlines,None,Snw,United States,N
4792,Sun Air Aviation Services,None,Snx,Canada,N
4793,Stabo Freight,None,Sob,Zambia,N
4794,Southern Cargo Air Lines,None,Soc,Russia,N
4795,Southern Ohio Aviation Sales,None,Soh,United States,N
4796,Southern Aviation,None,Soi,Zambia,N
4797,Solomon Airlines,Ie,Sol,Solomon Islands,Y
4798,Somali Airlines,None,Som,Somali Republic,N
4799,Sunshine Air Tours,None,Son,United States,N
4800,Southern Air,None,Soo,United States,N
4801,Solinair,None,Sop,Slovenia,N
4802,Sonair Servico Aereo,None,Sor,Angola,N
4803,Southeast Correct Craft,None,Sot,United States,N
4804,Southern Airways,None,Sou,United States,Y
4805,Saratov Aviation Division,6W,Sov,Russia,Y
4806,Sowind Air,None,Sow,Canada,N
4807,Solid Air,None,Sox,Netherland,N
4808,Sat Airlines,Hz,Soz,Kazakhstan,Y
4809,Sierra Pacific Airlines,None,Spa,United States,N
4810,Springbok Classic Air,None,Spb,South Africa,N
4811,Skyworld Airlines,None,Spc,United States,N
4812,Sprague Electric Company,None,Spe,United States,N
4813,Space World Airline,None,Spf,Nigeria,N
4814,Springdale Air Service,None,Spg,United States,N
4815,Sapphire Executive Air,None,Sph,South Africa,N
4816,South Pacific Island Airways,None,Spi,United States,Y
4817,Servicios Corporativos Aereos De La Laguna,None,Spl,Mexico,N
4818,Skorpion Air,None,Spn,Bulgaria,N
4819,Sapphire Aviation,None,Spp,United States,N
4820,Servicios Aereos Palenque,None,Spq,Mexico,N
4821,Servicios Aereos Tribasa,None,Tbs,Mexico,N
4822,Shuttle America,S5,Tcf,United States,Y
4823,Saab Nyge Aero,None,Tgt,Sweden,N
4824,Spark Air,None,Thb,Thailand,N
4825,S C Ion Tiriac,None,Tih,Romania,N
4826,Starlite Aviation,None,Trl,South Africa,N
4827,Servicios Aereos Corporativos,None,Trn,Mauritania,N
4828,Societe Tout Tranport Mauritanien,None,Ttm,Mauritania,N
4829,Servicios Aereos Tamazula,None,Tzu,Mexico,N
4830,Shar Ink,None,Ugp,Russia,N
4831,Second Sverdlovsk Air Enterprise,None,Uku,Russia,N
4832,Servicios Aereos Universitarios,None,Unt,Mexico,N
4833,Skif-Air,None,Usk,Ukraine,N
4834,Smarkand Aero Servise,None,Usn,Uzbekistan,N
4835,Samarkand Airways,None,Uzs,Uzbekistan,N
4836,Servicios Aereos Avandaro,None,Vdo,Mexico,N
4837,Stichting Vliegschool 16Hoven,None,Vgs,Netherlands,N
4838,Silverback Cargo Freighters,None,Vrb,Rwanda,N
4839,Sirvair,None,Vrs,Mexico,N
4840,Scat Air,Dv,Vsv,Kazakhstan,Y
4841,Sunset Aviation,None,Vxn,United States,N
4842,Sport Air Travel,None,Wcc,United States,N
4843,Swift Copters,None,Wfc,Switzerland,N
4844,Skyrover Cc,None,Wlk,South Africa,N
4845,Safarilink Aviation,None,Xlk,Kenya,N
4846,Seneam,None,Xmx,Mexico,N
4847,Southport Air Service,None,Xpg,United States,N
4848,Spectrum Air Service,None,Xsa,United States,N
4849,Stephenville Aviation Services,None,Xsn,Canada,N
4850,Servicios Aereos Textra,None,Xta,Mexico,N
4851,Sector Airlines,None,Xtr,Canada,N
4852,Skyplan Services,None,Xxs,Canada,N
4853,Stewart Aviation Services,None,Ybe,United States,N
4854,Sirin,R1,None,None,N
4855,Star Air,S6,None,Denmark,N
4856,Servicios Aereos Integrales / Flyant,None,Fya,Spain,N
4857,State Flight Academy Of Ukraine,None,Ufa,Ukraine,N
4860,Trans Jet Airways,None,Swl,Sweden,N
4861,Turbot Air Cargo,None,Tac,Senegal,N
4862,Tranporte Aereo Dominicano,None,Tad,Dominican Republic,N
4863,Tame,Eq,Tae,Ecuador,Y
4864,Trans International Express Aviation,None,Bap,United States,N
4865,Tag Aviation Usa,None,Tag,United States,N
4866,Talair,None,Tal,Papua New Guinea,N
4867,Tam Brazilian Airlines,Jj,Tam,Brazil,Y
4868,Transaustralian Air Express,None,Auc,Australia,N
4869,Tap Portugal,Tp,Tap,Portugal,Y
4870,Tunisair,Tu,Tar,Tunisia,Y
4871,Transportes Aereos Tauro,None,Tau,Mexico,N
4872,Travelair,None,Tax,Germany,N
4873,Tnt Airways,3V,Tay,Belgium,N
4874,Transbrasil,None,Tba,Brazil,N
4875,Turbine Air Cargo Uk,None,Tbc,United Kingdom,N
4876,Thunderbird Tours,None,Tbd,Canada,N
4877,Tropical Airways,M7,Tbg,Haiti,N
4878,Trinity Air Bahamas,None,Tbh,Bahamas,N
4879,Tab Express International,None,Tbi,United States,N
4880,Taban Air Lines,None,Tbm,Iran,N
4881,Teebah Airlines,None,Tbn,Sierra Leone,N
4882,Tubelair,None,Tbr,Tunisia,N
4883,Tobago Express,None,Tbx,Trinidad And Tobago,N
4884,Tropican Air Services,None,Tca,Egypt,N
4885,Transporte Del Caribe,None,Tcb,Colombia,N
4886,Trans Continental Airlines,None,Tcc,Sudan,N
4887,Tchad Airlines,None,Tcd,Chad,N
4888,Trans-Colorado Airlines,None,Tce,United States,N
4889,Thai Air Cargo,T2,Tcg,Thailand,Y
4890,Transcontinental Air,None,Tch,Bahrain,N
4891,Teledyne Continental Motors,None,Tcm,United States,N
4892,Trans Continental Airlines,None,Tcn,United States,N
4893,Transcorp Airways,None,Tcp,United Kingdom,N
4894,Transcontinental Sur,None,Tct,Uruguay,N
4895,Transglobal Airways Corporation,None,Tcu,Philippines,N
4896,Thomas Cook Airlines,Fq,Tcw,Belgium,Y
4897,Thomas Cook Airlines,Mt,Tcx,United Kingdom,Y
4898,Twin Cities Air Service,None,Tcy,United States,N
4899,Tadair,None,Tdc,Spain,N
4900,Tellavia / Flight One,None,Tde,United States,N
4901,Transportes Aereos De Ixtlan,None,Tdi,Mexico,N
4902,Tandem Aero,Tq,Tdm,Moldova,N
4903,Trado,None,Tdo,Dominican Republic,N
4904,Trade Air,None,Tdr,Croatia,N
4905,Taxi Aero Nacional Del Evora,None,Tdv,Mexico,N
4906,Tradewinds Airlines,None,Tdx,United States,N
4907,Tenir Airlines,None,Teb,Kyrgyzstan,N
4908,Teamline Air,L9,Tlw,Austria,N
4909,Tecnicas Fotograficas,None,Tef,Spain,N
4910,Tempelhof Airways,None,Teh,United States,N
4911,Telford Aviation,None,Tel,United States,N
4912,Tech-Mont Helicopter Company,None,Tem,Slovakia,N
4913,Tennessee Airways,None,Ten,United States,N
4914,Territorial Airlines,None,Ter,United States,N
4915,Taes Transportes Aereos De El Salvador,None,Tes,El Salvador,N
4916,Transeuropean Airlines,Ue,Tep,Russia,N
4917,Tepavia-Trans Airlines,None,Tet,Moldova,N
4918,Trans-Florida Airlines,None,Tfa,United States,N
4919,Tair Airways,None,Tfb,Philippines,N
4920,Talon Air,None,Tff,United States,N
4921,Trabajos Aereos Murcianos,None,Aim,Spain,N
4922,Thai Flying Helicopter Service,None,Tfh,Thailand,N
4923,Transport Facilitators,None,Tfi,United States,N
4924,Transafrik International,None,Tfk,Sao Tome And Principe,N
4925,Transportes Aereos Del Pacifico,None,Tfo,Mexico,N
4926,Thai Flying Service,None,Tft,Thailand,N
4927,Transportes Aereos San Rafael,None,Srf,Chile,N
4928,Tayside Aviation,None,Tfy,United Kingdom,N
4929,Tg Aviation,None,Tgc,United Kingdom,N
4930,Trabajos Aereos,None,Tge,Spain,N
4931,Transportes Aereos Regionales,None,Tgi,Mexico,N
4932,Tag Aviation Espana,None,Tgm,Spain,N
4933,Trigana Air Service,None,Tgn,Indonesia,Y
4934,Titan Airways,Zt,Awc,United Kingdom,N
4935,Transport Canada,None,Tgo,Canada,N
4936,Tiger Airways,Tr,Tgw,Singapore,Y
4937,Tiger Airways Australia,Tt,Tgw,Australia,Y
4938,Transair Gabon],None,Tgx,Gabon,N
4939,Trans Guyana Airways,None,Tgy,Guyana,N
4940,Thai Airways International,Tg,Tha,Thailand,Y
4941,Tar Heel Aviation,None,Thc,United States,N
4942,Toumai Air Tchad,None,The,Chad,N
4943,Touraine Helicoptere,None,Thf,France,N
4944,Thai Global Airline,None,Thg,Thailand,N
4945,Thai Jet Intergroup,None,Thj,Thailand,N
4946,Turk Hava Kurumu Hava Taksi Isletmesi,None,Thk,Turkey,Y
4947,Thai Airasia,Fd,Aiq,Thailand,Y
4948,Taca De Honduras,None,Tho,Honduras,N
4949,Tehran Airline,None,Thr,Iran,N
4950,Thunder Airlines,None,Thu,Canada,N
4951,Turkish Airlines,Tk,Thy,Turkey,Y
4952,Trans Helicoptere Service,None,Thz,France,N
4953,Trans International Airlines,None,Tia,United States,N
4954,Travel International Air Charters,None,Tic,Zambia,N
4955,Time Air,None,Tie,Czech Republic,N
4956,Tic Air,None,Tik,Australia,N
4957,Tajikistan International Airlines,None,Til,Tajikistan,Y
4958,Team Transportes Aereos,None,Tim,Brazil,N
4959,Taino Tours,None,Tin,Dominican Republic,N
4960,Tesis,None,Tis,Russia,N
4961,Transcarga Intl Airways,None,Tiw,Venezuela,N
4962,Tajikair,None,Tjk,Tajikistan,N
4963,Tien-Shan,None,Tjn,Kazakhstan,N
4964,Tyrolean Jet Service,None,Tjs,Austria,N
4965,Twin Jet,T7,Tjt,France,Y
4966,Tikal Jets Airlines,None,Tkc,Guatemala,N
4967,Take Air Line,None,Tke,France,N
4968,Tropical International Airways,None,Tkx,Saint Kitts And Nevis,N
4969,Thai Sky Airlines,9I,Tky,Thailand,N
4970,Translift Airways,None,Tla,Ireland,Y
4971,Transport Africa,None,Tlf,Sierra Leone,N
4972,Trans Atlantic Airlines,None,Tll,Sierra Leone,N
4973,Eagle Canyon Airlines,None,Tlo,United States,N
4974,Tulip Air,Td,Tlp,Netherland,N
4975,Tunisavia,None,Taj,Tunisia,N
4976,Tlc Air,None,Tls,United States,N
4977,Turtle Airways,None,Tlt,Fiji,N
4978,Travelair,None,Tlv,Uruguay,N
4979,Telesis Transair,None,Tlx,United States,N
4980,Top-Fly,None,Tly,Spain,N
4981,Trans Mediterranean Airlines,Tl,Tma,Lebanon,Y
4982,Transmed Airlines,None,Tmd,Egypt,N
4983,Tri-Mg Intra Asia Airlines,Gy,Tmg,Indonesia,N
4984,Taxis Turisticos Marakame,None,Tmh,Mexico,N
4985,Tamir Airways,None,Tmi,Israel,N
4986,Tomahawk Airways,None,Tmk,United States,N
4987,Tam,None,Tml,Madagascar,N
4988,Tmc Airlines,None,Tmm,United States,N
4989,Tram,None,Tmq,Mauritania,N
4990,Timberline Air,None,Tmr,Canada,N
4991,Temsco Helicopters,None,Tms,United States,N
4992,Trans Midwest Airlines,None,Tmt,United States,N
4993,Tramon Air,None,Tmx,South Africa,N
4994,Transportes Aereos Del Mundo Maya,None,Tmy,Mexico,N
4995,Tranporte Amazonair,None,Tmz,Venezuela,N
4996,Trans Air-Benin,None,Tnb,Benin,N
4997,Taxis Aereos Del Noroeste,None,Tne,Mexico,N
4998,Transafricaine,None,Tnf,Burkina Faso,N
4999,Tennessee Air National Guard 164Th Airlift Group,None,Tng,United States,N
5000,Transair International Linhas Aereas,None,Tni,United States,N
5001,Tengeriyn Ulaach Shine,None,Tnl,Mongolia,N
5002,Tiara Air,3P,Tnm,Aruba,Y
5003,Transped Aviation,None,Tnp,Austria,N
5004,Tanana Air Services,None,Tnr,United States,N
5005,Trans North Turbo Air,None,Tnt,Canada,N
5006,Transnorthern,None,Tnv,United States,N
5007,Trans Nation Airways,None,Tnw,Ethiopia,N
5008,Trener Ltd,None,Tnx,Hungary,N
5009,Twin Town Leasing Company,None,Tny,United States,N
5010,Tobruk Air,7T,Tob,Libya,N
5011,Toj Airlines,None,Toj,Tajikistan,N
5012,Tol-Air Services,Ti,Tol,United States,N
5013,Thomsonfly,By,Tom,United Kingdom,Y
5014,Top Air,None,Top,Turkey,N
5015,Toronto Airways,None,Tor,Canada,N
5016,Tropic Air,Pm,Tos,Belize,Y
5017,Totavia,None,Tot,Canada,N
5018,Tower Air,Ff,Tow,United States,N
5019,Toyota Canada,None,Toy,Canada,N
5020,Tampa,Qt,Tpa,Colombia,Y
5021,Top Speed,None,Tpd,Austria,N
